label,sentence
0,Paul exhaled at Mary.
1,How happy has John been?
0,Carol carved the tree on the branch.
1,How carelessly have you picked up TNT?
0,The foxes seem compatible for the chickens.
1,It was tomorrow that I promised that he would be there.
1,Mary appreciates only John and herself.
1,"If Jim feels good, he will go."
1,I went to the store and Nike bought some whisky.
1,Almost no lawyer could answer that question.
0,I spoke to about the war yesterday that guy who's always following us.
1,The horse jumped across the stream.
0,Having read of Shakespeare satisfied me
1,Brian wiped the fingerprints from inside the cupboard.
0,Bill offered Mary anything he had cooked for dinner.
1,"I know which book Max read, and which book Oscar didn't."
1,The ball kicked a man.
1,Yuko rubbed the pizza with a garlic clove.
1,The sexual revolution makes some people uncomfortable.
1,It disturbed him that people didn't like Fred.
1,Heidi thinks that Andy eats salmon flavored candy bars.
1,For him to do that would be a mistake.
0,Did not Sue pass her exam?
1,"Once Janet left, Fred became far crazier."
1,It is very difficult to get an idea for a book simply from an interview.
1,We believed Aphrodite to be omnipotent
0,How do you wonder whether John said that Mary solved the problem?
1,I funneled the mixture into the bottle.
1,Amanda drove the package to New York.
0,John is prouder of having gone than John expected me to believe that he wasn't.
0,The stone knocked against the pole into the road.
1,I brought John a razor to shave himself with.
0,Willy is taller than Bill by as much as that Bill is taller than Dan is believed.
1,A magnificent diamond sparkled on his finger.
1,I saw him leaving the main building.
0,Jake shipped the box towards Carson.
1,I don't remember what all I said?
0,We elected guardian's employer president the boy.
1,Few approve of our remedy.
0,Amanda carried at the package to New York.
1,He intended to will the large amount of money to Frank.
1,The tall man kicked the ball.
1,Gilgamesh decided not to kill Ishtar
0,Mary thinks that John said that Susan likes pictures of himself?
1,The man who was arrested by Officer Bob went mad.
1,They want to leave the meeting.
1,Paula swatted the fly with a cloth.
1,Jennie smiled.
0,Is not Bill sick?
1,Did his having played the piano surprise you?
0,There seems to stab an animal.
1,The committee was unanimous in their decision.
1,He is John.
1,The fact that the scientists used the latest technology to verify was reported at the recent conference.
1,"Mrs Bennet having taken the others upstairs, Mr Bingley proposed to."
1,At most three teachers assigned any homework.
1,Fred tore the curtain in rolling up the wallpaper.
0,This needs investigating the problem.
1,You may pick almost any flower.
0,John is taller than six feet is.
1,This should be attended to immediately.
0,"The more books I ask to whom he will give, the more he reads."
1,I wonder what John bought.
1,I'll work on it if no one else has worked on it.
1,his belief that Mary kissed Bill is mistaken.
1,Karen asked where to put the chairs.
1,The Ethel we all know and love wishes to ask you some awkward questions.
1,$5 will buy you a ticket.
1,The man chuckles
0,John is as much intelligent as Mary.
0,Of whom are you trying to get hold?
0,They have no old.
0,Jason asked whether that the potion was ready
1,Leona pushed the cart to the market.
1,I'd planned to have finished by now.
1,"Kim can dance, and Sandy can, too."
1,Has Jenny eaten a cake?
1,John learned French perfectly almost immediately.
0,Tamara poured at water into the bowl.
0,He tries to put on everyone who he doesn't like.
1,Jason persuaded Medea to be treated by the doctor
0,The squirrel is right angry.
0,He looks so much formidable.
1,The princess bowed.
1,They think that she can do it.
1,He blew up the building.
1,John knows.
1,What do you think Matt kissed?
1,Jim was chopping logs when Margaret left and was still at it when she got back.
1,The trees sang with birds.
0,The hospital was donated the book to.
1,This knife cuts well.
1,Jessica sprayed paint under the table.
1,Doug blew up the building.
1,So eminent a scholar as Dr. Lucille Hein was here.
0,To please John is eager.
0,The Romans destroyed ruins from the city.
1,Susan hopes herself to sleep.
1,The butcher cuts the meat.
1,The luscious chick who Billy went to the movies with will wed me ere the morn.
0,The writers didn't so believe the boy.
1,The vacuum cleaner frightens the child.
1,Frances has had her clean the drapes.
0,The old dog died partway.
1,It really bites that we invaded Iraq.
1,The commuters travelled by army lorry because the bus drivers were on strike.
0,Lydia pocketed the change in her pocket.
1,It is true that I might be doing something other than going to the party.
1,Every student attended more than three seminars.
1,Every politician is worried when the press starts attacking him.
0,That Tom missed the lecture was enjoyable.
0,The Romans destroyed the city into a ruin.
1,"There's going to be a party, isn't there?"
1,Maxwell isn't half the doctor that I'm certain that he would be if he studied.
1,Cynthia devoured the pizza .
0,The witch turned him from a prince.
1,An ancient treasure trove was found in this cave.
0,The critics ascribe Shakespeare this play.
1,The secretary transcribed the speech.
1,All the men surrounded the fort.
0,I am not certain about if he will go or not.
1,To delay the march and to go ahead with it have been argued by different people at different times.
1,Bill saw him.
1,Brutus murdered Julius Caesar.
1,He'll bring me a hot dog if he sees one.
1,John knew any language that we encountered on our trip.
0,The door has seven holes in it and the window.
1,The unidentified victim was apparently struck during the early morning hours.
1,Bill whistled his way past the house.
1,John believes that he is sick.
1,Heather cabled the news to Sara.
1,Mike expected Greg incorrectly to take out the trash.
1,Did the wealthy young man buy that piano for his secret fiancée?
1,They made him into a monster.
0,I read these big three books.
0,The dog smelled the flower bed bare.
0,Bill pushed Harry off the sofa for hours.
1,A choir sang in the church.
1,Where did Perseus see the Gorgon?
1,For John to either make up such a story or repeat it is outrageous.
1,Lee will never leave.
1,Plays alternate with ballets.
1,The baby is heavy.
1,Mary persuaded John to fix the computer.
0,We believed to be omnipotent.
0,The poison was neutralised was claimed that by everyone
1,"Gilgamesh wanted to seduce Ishtar, and seduce Ishtar he did ."
1,The silversmith pounded the metal flat.
1,I had hoped that it was true for many years that Rosa Luxemburg had actually defected to Iceland.
1,Let's walk.
1,The water melted into ice.
1,The president appointed Smith as press secretary.
1,Tony broke the cup against the wall.
1,The bag is bulging with groceries.
1,Dina posed as a lawyer.
0,The fence hits easily.
1,Barbara handed the results to Alan on Tuesday.
0,I loaned Maggie a Swiss Army knife whose to open the padlock with corkscrew.
1,This book just sells itself.
1,Paul has interviewed every student who was at the scene of the crime and Kate has interviewed them too.
0,The constantly reading Shakespeare satisfied me
1,John said Martha sang the aria with gusto.
1,Sam progressed.
0,I'm as sad as angry.
1,The horse was ridden.
1,"After the party, I asked myself why I had faxed invitations to everyone in my office building."
0,You should avoid to travel in the rush hour.
1,I admired him for his courage.
1,Students enter high-level educational institutions might face many problems relating to study habits.
1,It was the policeman that met several young students in the park last night.
0,The cake was been eating.
0,I intoned fruit
1,Tamara poured water into the bowl.
0,I tried and buy some whiskey.
1,No one expected Agamemnon to win.
1,How did you think that Mary solved the problem?
1,I ate that.
1,John believes Mary to have been visited by Bill.
0,Ellen conferred to Helen.
1,Joan knew the answer.
1,Lee will not leave.
1,It is after class that John wants to look at your notes.
1,For him to win the race would surprise them.
1,Mary talks to any student.
0,He does can leave here.
1,Mary regretted that she did anything to help him.
1,Maxwell is the man who won the Nobel Prize for astrology.
1,Mary's criticism of him was cruel.
0,It seemed to be intelligent.
1,June covered the baby with a blanket.
1,This arch is supporting the weight of the tower.
